oid	text	category
23784	Спасибо Добрый день, почему не можем оплатить онлайн?	oplatit_zaim
23796	здравствуйте )можно заказать билет на выкуп	vikup_do_min_ostatka
23797	nan Хорошо я 7:30 буду там Пожалуйста ждёт Или нет	svyaz_operator
23799	Хорошо ЧЧ227503 могу ли я ещё выкупить залог?	vikup_do_min_ostatka
23822	Спасибо жду.	svyaz_operator
23823	Здравствуйте,еще не продали! ?	online_otsenka
23832	Ясно сколько стоит грамм золота?	tsena_zolota
23848	Здравствуйте это цена за кольцо ?	online_otsenka
23862	А это кольцо у вас в наличии?	smotret_katalog
23878	Алоо Здравствуйте! Ещё продаёте?	smotret_katalog
23881	мне ответят?	svyaz_operator
23885	здравствуйте завтра можно оплатить проценты	oplatit_zaim
23908	вы работаете?	info
23964	если бы 7т могу купить	smotret_katalog
23993	Здравствуйте Не продали	online_otsenka
23994	Да Здравствуйте! В продаже	online_otsenka
23994	Когда можно купить	smotret_katalog
24018	В рассрочку могу ли	smotret_katalog
24020	1 грамм	tsena_zolota
24068	Здравствуйте! В продаже есть? И цена?	online_otsenka
24082	Что было сделано?	svyaz_operator
24092	Нее) я же в другом городе ??	info
24092	В доставка сколько стоит?	zakaz_dostavki
24103	Добрый день доставка есть ?	zakaz_dostavki
24103	Доставка через сколько	zakaz_dostavki
24108	А Вы до скольки работаете?	info
24131	А где можно его забрать	vikup_do_min_ostatka
24147	здравствуйте, не могу оплатить процент	oplatit_zaim
24211	Могу забрать за 3000?	vikup_do_min_ostatka
24211	Можно забрать	vikup_do_min_ostatka
24230	Да я оплатил	oplatit_zaim
24235	Че 6 Здравствуйте В наличии?	smotret_katalog
24255	У вас доставка есть	zakaz_dostavki
24339	Добрый день , в наличии ?	smotret_katalog
24348	Я в другом городе По сдек	info
24360	Сейчас еду могу ли я продлить срок займа на два дня?	oplatit_zaim
24361	здравствуйте можно пожалуйста заказать билет на выкуп РО 198428	vikup_do_min_ostatka
24367	да Здравствуйте! Ещё продаёте? Здравствуйте!	smotret_katalog
24390	Когда можно будет оплатить проценты? Почему нельзя оплатить проценты?	oplatit_zaim
24395	17,5 По номеру залогового билета.	nayti_bilet
24427	Доставка будет	zakaz_dostavki
24430	здравствуйте вы работайте сегодня	info
24450	Адрес , мира?	info
24463	Да nan Этот кольцо есть в наличии у вас	smotret_katalog
24468	Здравствуйте! доставка есть?	zakaz_dostavki
24480	Здравствуйте, хотела бы оплатить проценты	oplatit_zaim
24482	Ясно Здравствуйте! Ещё продаёте?	smotret_katalog
24490	Добрый вечер, кольцо в наличии?	smotret_katalog
24494	По какому адресу?	info
24517	Адрес какой?	info
24554	Я с другого города	info
24554	Тогда можно будет купить	smotret_katalog
24554	А как вы продаете	smotret_katalog
24559	Хорошо Здравствуйте! Ещё продаёте?	smotret_katalog
24572	На ушках. Здравствуйте! Доставка есть?	zakaz_dostavki
24635	nan Здравствуйте Ище не продали	online_otsenka
24643	Да Есть доставка у вас	zakaz_dostavki
24649	могу ли я из займа, выкупить одно изделие?	vikup_do_min_ostatka
24652	Здравствуйте! кольцо есть в наличии?	smotret_katalog
24663	Вы до скольки работаете ? nan спасибо	info
24670	Да хачу купит	smotret_katalog
24672	Спасибо Ждите	svyaz_operator
24684	Я готова забрать Здравствуйте!	vikup_do_min_ostatka
24685	Хорошо Здравствуйте В наличии?	smotret_katalog
24699	Спасибо А доставка есть?	zakaz_dostavki
24719	Здравствуйте! скажите пожалуйста ещё не продали	online_otsenka
24724	Здравствуйте В наличии серьги	online_otsenka
24768	Спасибо ? не надо тогда Здравствуйте! Серьги в наличии?	online_otsenka
24771	А такая одна в наличии?	smotret_katalog
24799	Здравствуйте В рассрочку можно	smotret_katalog
24805	Здравствуйте! в продаже?	online_otsenka
24815	Вы до которого часу работаете	info
24815	Хорошо Продали	online_otsenka
24825	Здравствуйте! авито доставкой отправите ?	zakaz_dostavki
24836	Авито доставкой отправите	zakaz_dostavki
24840	Здравствуйте! Доставка есть Здравствуйте!	zakaz_dostavki
24869	И скажите пожалуйста до скольки работаете?	info
24891	Хорошо спасибо Здравствуйте! Кольцо в наличии?	smotret_katalog
24901	Здравствуйте! Телефон не продали	online_otsenka
24906	Хорошо, цена 7650руб плюс доставка будет?	zakaz_dostavki
24944	Здравствуйте, часы в наличие?	smotret_katalog
24969	За 7 заберу	vikup_do_min_ostatka
24969	Здравствуйте! где и когда можно его купить?	smotret_katalog
24972	Нет здравствуйте не могу оплатить проценты	oplatit_zaim
24973	Сколько грамм?	tsena_zolota
24980	Здравствуйте! серьги в наличии?	online_otsenka
25027	Отправите авито доставкой? nan	zakaz_dostavki
25088	здравствуйте! не могу оплатить проценты онлайн.	oplatit_zaim
25095	Почему я через сбер банк не могу оплатить	oplatit_zaim
25123	nan Здравствуйте! Ещё продаёте? ?	smotret_katalog
25131	Да делаем	svyaz_operator
25145	Здравствуйте! Кольцо в ёщо не продали	online_otsenka
25164	Здравствуйте,можно узнать сколько стоит грамм 583-585 пробы золота?Спасибо.	tsena_zolota
25172	Доброе утро, кольцо в наличие?	smotret_katalog
25194	За 10000 могу забрать их они же б/у	vikup_do_min_ostatka
25220	Здравствуйте, кольцо в наличии?	smotret_katalog
25220	Доброе утро, не продали?	online_otsenka
25238	Здравствуйте Ещё продаёте	smotret_katalog
25253	Хорошо через 2 час я буду на вашей адреса	info
25299	Спасибо Здравствуйте не продали	online_otsenka
25332	Доставка по РФ есть?	zakaz_dostavki
25399	nan Здравствуйте,готов за 3 забрать	vikup_do_min_ostatka
25406	Хорошо, спасибо! можно оплатить проценты?	oplatit_zaim
25415	здравствуйте, почему не могу оплатить % nan ТР000023	oplatit_zaim
25424	добрый день хочу выкупить залог	vikup_do_min_ostatka
25428	Здравствуйте Как продлить	oplatit_zaim
25476	Цена доставки? Доброе	zakaz_dostavki
25478	Здравствуйте именно такой есть да Здравствуйте! Такие в наличии есть ?	smotret_katalog
25532	если не оплачу процент сегодня что будет	oplatit_zaim
25532	Здравствуйте! Xiaomi 12х ещё не продали?	online_otsenka
25546	nan заказать изделия на выкуп	zakaz_dostavki
25566	Здравствуйте! Скажите кольцо есть 15,5	online_otsenka
25576	Добрый день цена 22.5 и вес?и можно фото этого кольца	online_otsenka
25581	день добрый, часы ещё не проданы?	online_otsenka
25588	Сейчас оплачу ??	oplatit_zaim
25603	здравствуйте как мне узнать долг по процентам	oplatit_zaim
25612	Да Сколько будет стоить доставка?	zakaz_dostavki
25630	8 952 784 8856 Здравствуйте! Ещё продаёте?	smotret_katalog
25644	Всё оплатила	oplatit_zaim
25651	Мне тоже. Здравствуйте! Ещё продаёте?	smotret_katalog
25653	Здравствуйте, а у вас всего один 8Т в наличии?	smotret_katalog
25667	Добрый Телефон продали?	online_otsenka
25672	За грамм сколько стоит у вас?	tsena_zolota
25709	Серьги в ёщо не продали	online_otsenka
25711	nan Здравствуйте за 9т продадите	online_otsenka
25738	Здравствуйте! Серьги в ёщо не продали	online_otsenka
25740	Здравствуйте! Кольцо в ёщо не продали хорошо	online_otsenka
25741	Здравствуйте можно оплатить через два дня?	oplatit_zaim
25771	Здравствуйте, в наличие?	smotret_katalog
25775	В наличии ? nan	smotret_katalog
25815	Не работает ничего	info
25823	Доброе утро! Еще не продали?	online_otsenka
25827	А как частично оплатить?	oplatit_zaim_chast
25852	Хорошо ?? Здравствуйте,как оплатить проценты?	oplatit_zaim
25875	не могу оплатить свой займ	oplatit_zaim
25907	Спасибо Здравствуйте, можно ли оплатить процент частично?	oplatit_zaim_chast
25938	9124718727 Здравствуйте! В наличии?	smotret_katalog
25969	Здравствуйте за 4000 заберу	vikup_do_min_ostatka
25995	т.е. выкупить изделие можно только в офисе?	vikup_do_min_ostatka
26004	Хорошо Спасибо добрый вечер! ЧЧ617766 можно оплатить проценты?	oplatit_zaim
26038	Здравствуйте! Можно фото на ушах? Не могу оплатить проценты	oplatit_zaim
26074	Здравствуйте, а Вы до скольки работаете?	info
26126	здравствуйте, как можно заказать на выкуп золота ?	tsena_zolota
26127	Хорошо, спасибо В наличии	smotret_katalog
26139	Здравствуйте есть в наличии	smotret_katalog
26182	СО137900 оплата процентов не доступна, почему?	oplatit_zaim
26189	Еду купить	smotret_katalog
26217	Какой у вас адрес?	info
26217	nan До скольки вы работаете?	info
26249	не могу оплатить где мой билет	oplatit_zaim
26251	nan Здравствуйте, напишите режим работы пожалуйста	info
26265	как оплатить сумму больше чем проценты?	oplatit_zaim
26281	добрый вечер почему не проходит оплата ?	svyaz_operator
26306	Продали нет	online_otsenka
26325	За продаёте 4500	smotret_katalog
26343	Хорошо, спасибо Здравствуйте! Ещё продаёте?	smotret_katalog
26346	здравствуйте он не работает там написано ау	info
26347	Здравствуйте! Ещё продаёте? Часы	smotret_katalog
26376	Спасибо хорошо nan Это кольцо есть	online_otsenka
26412	Здравствуйте авито доставкой отправите?	zakaz_dostavki
26414	Спасибо можно ли оплатить половину процента?	oplatit_zaim_chast
26428	А если оплатить сейчас?	oplatit_zaim
26434	Сеп йес квас 5 грамм	tsena_zolota
26439	Если я за городом живу?	info
26440	Да Наличие	smotret_katalog
26451	Здравствуйте! Ещё есть в наличии??	smotret_katalog
26464	Хорошо спасибо,а каким способом могу оплатить?	oplatit_zaim
26468	как оплатить весь займ	oplatit_zaim
26474	Как нет, уже продали?	online_otsenka
26478	работает тихо?	info
26503	Хорошо здравствуйте.как оплатить частями?	oplatit_zaim_chast
26511	nan спасибо за помощь	svyaz_operator
26526	Здравствуйте,а у вас нет доставки?	zakaz_dostavki
26530	nan Какое в наличии	smotret_katalog
26531	Хорошо,спасибо большое здравствуйте кольцо в наличие ?	smotret_katalog
26531	по какому адресу ?	info
26542	Спасибо Серьги проданы? Здравствуйте!	online_otsenka
26542	Можете продать за 5000	online_otsenka
26563	У вас есть рассрочка?	smotret_katalog
26570	Доброе утро. Да Можно адрес	info
26596	Кольцо? надо было	online_otsenka
26617	Может продать	online_otsenka
26632	Ждем	svyaz_operator
26633	Ну 3-8 50-60 Здравствуйте! Можно ваш номер телефона	svyaz_operator
26650	Здравствуйте уже продали кольцо	online_otsenka
26655	Он бу? Здравствуйте! Сможете отправить Авито Доставкой?	zakaz_dostavki
26670	Жаль В рассрочку можно?	smotret_katalog
26670	Оплатили они тоже	oplatit_zaim
26685	За 22 куплю	smotret_katalog
26688	Ломбард	info
26688	А вы с кем меня ждете Вас что много там	svyaz_operator
26704	Авито доставкой можно отправить?	zakaz_dostavki
26729	Да это я сделал) Спасибо	svyaz_operator
26749	Спасибо до которого часа сегодня работает	info
26761	К 9ти могу подъехать	info
26763	Добрый день,проданы ?	online_otsenka
26765	Здравствуйте! Ещё продаёте? Вес какой ?	smotret_katalog
26779	здравствуйте. можно узнать могу ли я выкупить еще залог свой? №рр247460	vikup_do_min_ostatka
26781	как можно выкупить изделия?	vikup_do_min_ostatka
26803	Это наличии nan	smotret_katalog
26811	Вай фай работает?	info
26837	У нас нет вашего ломбарда	info
26847	??? Здравствуйте! Ещё продаёте?	smotret_katalog
26860	Ну мне оценку сделали 8500	svyaz_operator
26876	Здравствуйте! Ещё продаёте? Здравствуйте!	smotret_katalog
26894	Здравствуйте! Авито доставкой отправить сможете?	zakaz_dostavki
26898	здравствуйте! хотела бы узнать, почему не могу оплатить проценты	oplatit_zaim
26909	Оплата?	oplatit_zaim
26919	Здравствуйте. Серьги уже проданы?	online_otsenka
26922	Он есть в продаже?	online_otsenka
26930	Здравствуйте! Авито доставкой отправите (	zakaz_dostavki
26998	Хорошо Оплатила nan nan	oplatit_zaim
27043	Доставки нету ?	zakaz_dostavki
27060	мне купить нужно	smotret_katalog
27082	Здравствуйте где забрать можно ?	vikup_do_min_ostatka
27093	А какой у вас адрес?	info
27150	я еще могу выкупить изделие?	vikup_do_min_ostatka
27157	Это ломбарде	info
27163	Здравствуйте за 1000? продаёте?	smotret_katalog
27166	Аа ну работает тогда !)	info
27201	здравствуйте, как оплатить больше процентов?	oplatit_zaim
27209	Спасибо. Здравствуйте! это кольцо именно по этой цене?	online_otsenka
27214	Цена кольца 6041 р	online_otsenka
27281	Здравствуйте! Ещё продаёте? спасибо	smotret_katalog
27304	Здравствуйте! Вы до скольки работаете?	info
27307	почему не могу оплатить процент? Добрый день!	oplatit_zaim
27325	Здравствуйте вы продали сережки	online_otsenka
27335	здравствуйте! могу ли я оплатить не всю сумму процентов?	oplatit_zaim
27339	Хорошо Добрый день Вы ещё не продали	online_otsenka
27382	Номер телефона ?	svyaz_operator
27394	13000 готов купить	smotret_katalog
27408	Доброе утро А можно на 13:00 Здравствуйте! Ещё продаёте?	smotret_katalog
27432	Готов оплатить	oplatit_zaim
27463	И эти тоже в наличии? Здравствуйте	smotret_katalog
27465	? здравствуйте почему я не могу оплатить проценты?	oplatit_zaim
27504	До 10000 здравствуйте, когда можно будет оплатить проценты?	oplatit_zaim
27520	Здравствуйте! Доставка будет	zakaz_dostavki
27595	здравствуйте можно мне номер горячей линии	info
27597	Здравствуйте! Вы до скольки работаете ? спасибо	info
27673	Здравствуйте! 7500 неда?ть Здравствуйте! Ещё продаёте?	smotret_katalog
27673	Как можно оплатить	oplatit_zaim
27678	Здравствуйте После 14 00 подъеду	info
27686	Доставка ест	zakaz_dostavki
27686	Продали тел	online_otsenka
27686	Доставка ест у вас	zakaz_dostavki
27746	Ну его ещё не купили ?	smotret_katalog
27762	Цена 12850? Адрес какой?	info
27781	nan Здравствуйте Напишите пожалуйста сколько грамм Здравствуйте!	tsena_zolota
27783	А по какому адресу?	info
27793	Здравствуйте! сколько грамм?	tsena_zolota
27811	Хорошо можно ли продлить займ?	oplatit_zaim
27833	Только у вас на 3часа? А после 3 часа продадите уже?	online_otsenka
27839	nan Скажите вот этот кольцо у вас в наличии ещё нет	smotret_katalog
27872	Работает?	info
27922	Да nan Здравствуйте! Ещё продаёте?	smotret_katalog
27956	а онлайн то можно оплатить?	oplatit_zaim
27961	Здравствуйте Сколько грамм	tsena_zolota
27967	Я из другого города	info
27968	До скольки работаешь	info
27999	да можно доп фото ее сделать?	svyaz_operator
28009	Да Какой адрес?	info
28057	Здравствуйте Серьги ещё не продали	online_otsenka
28062	К 9 подъеду	info
28078	Здравствуйте , есть ещё в наличии?	smotret_katalog
28098	Спасибо здравствуйте не могу оплатить онлайн	oplatit_zaim
28124	здравствуйте почему то не могу оплатить проценты по займам	oplatit_zaim
28164	Как оплатить по СБП? Здравствуйте	oplatit_zaim
28201	? Здравствуйте продаёте	smotret_katalog
28254	позвонить	info
28315	Спасибо! Сколько будет доставка?	zakaz_dostavki
28322	Доставка есть??	zakaz_dostavki
28341	?? Здравствуйте, почему не могу оплатить?	oplatit_zaim
28343	За грамм сколько	tsena_zolota
28356	Ждём-с	svyaz_operator
28400	1 грамм по чем у вас	tsena_zolota
28407	Да Син купил	smotret_katalog
28411	здравствуйте, почему я не могу оплатить процент?	oplatit_zaim
28489	Здравствуйте, можно ли продлить займ?	oplatit_zaim
28535	nan Вот это кольцо надо мне	online_otsenka
28553	Здравствуйте, до скольки работайте?	info
28581	Хорошо,спасибо) Здравствуйте! Ещё продаёте?	smotret_katalog
28582	А у вас доставка есть?	zakaz_dostavki
28586	телефон не продан?	online_otsenka
28607	Хорошо я буду ждать	svyaz_operator
28637	До какого часа Вы работаете?	info
28660	здравствуйте не продана спасибо	online_otsenka
28669	Здравствуйте! Вы со скольки работаете?	info
28699	Да здравствуйте ещё не продали телефон	online_otsenka
28718	После 15: 00 заберём	vikup_do_min_ostatka
28730	Спасибо! Жду!	svyaz_operator
28755	Хорошо спасибо ? здравствуйте до какого могу выкупить ?	vikup_do_min_ostatka
28767	Здравствуйте! продали	online_otsenka
28812	Да А вы работаете ещё? чо263623	info
28812	Здравствуйте Ещо не продана	online_otsenka
28829	nan Здравствуйте! Серьги в наличии?	online_otsenka
28848	Торг есть Здравствуйте! забрать залог	vikup_do_min_ostatka
28872	Это золото	tsena_zolota
28880	Здравствуйте! Телефон есть или продали	online_otsenka
28881	Доставка есть или нет	zakaz_dostavki
28890	Здравствуйте Здравствуйте! Ещё продаёте?	smotret_katalog
28901	Хорошо спасибо Здравствуйте! Сможете отправить Авито Доставкой?	zakaz_dostavki
28923	Спасибо! Жду.	svyaz_operator
28952	Здравствуйте! До скольки работаете? тест тест тест	info
28952	Здравствуйте! Могу забрать	vikup_do_min_ostatka
28970	а на сайте тоже 10 дней ждать?	svyaz_operator
28975	Здравствуйте! Оно еще в продаже. ?	online_otsenka
28980	Нет 1шт надо Кто кольцо	online_otsenka
28980	Доставка сколько стоит	zakaz_dostavki
29008	4 грамма	tsena_zolota
29019	Здравствуйте! Цена кольца 17100?	online_otsenka
29019	А какая рассрочка у Вас?	smotret_katalog
29095	Здравствуйте! Как я могу выкупить изделие?	vikup_do_min_ostatka
29095	Здравствуйте! Продаете?	smotret_katalog
29097	Хорошо Спасибо как оплатить частично	oplatit_zaim_chast
29098	Да Можно фото? Готов купить	smotret_katalog
29100	Адрес напиши пожалуйста	info
29122	Адрес напишите	info
29189	По 4376 р за грамм?	tsena_zolota
29237	сколько сейчас стоит грамм аууу	tsena_zolota
29253	Еще не продали?	online_otsenka
29271	доброго дня. c юр. лицами работаете?	info
29323	Здравствуйте.Какой у вас вопрос Здравствуйте. Могу ли я оплатить часть процента?	oplatit_zaim
29350	Здравствуйте,3400 за 1 кольцо?	online_otsenka
29392	нет я не по этому залоговому билету	nayti_bilet
29443	здравствуйте, скажите пожалуйста как оплатить больше сумму, чем только процент	oplatit_zaim
29445	Я здесь В сам ломбард?	info
29483	С доставкой	zakaz_dostavki
29495	Спасибо здравствуйте, почему я не могу оплатить займ частично?	oplatit_zaim_chast
29500	Спасибо оператор	svyaz_operator
29522	Адрес скажите пожалуйста	info
29536	Это в доме? Здравствуйте! За 16 дадите Здравствуйте можно купить	smotret_katalog
29562	почему не могу оплатить проценты онлайн nan	oplatit_zaim
29576	Здравствуйте! Сможете отправить Авито Доставкой? Или Тк	zakaz_dostavki
29583	Здравствуйте! 3000можно добрый день,почему онлайн не могу оплатить процент по залогу?ЧЧ365600	oplatit_zaim
29592	Здравствуйте! Телефон не продали ещё?	online_otsenka
29605	как оплатить частично ?	oplatit_zaim_chast
29631	На каком адресе?	info
29643	Добрый вечер! Какой вес кольца?	online_otsenka
29643	Спасибо, буду ждать!	svyaz_operator
29647	Не могу оплатить nan	oplatit_zaim
29674	Нет А доставкой можно?	zakaz_dostavki
29680	Почему не можем оплатить онлайн	oplatit_zaim
29710	Здравствуйте! продаете	smotret_katalog
29745	Как с оплатой?	oplatit_zaim
29745	Я готов оплатить	oplatit_zaim
29749	Как продлить срок займа ?	oplatit_zaim
29757	Здравствуйте! у вас за грамм 4000?	tsena_zolota
29786	Какой у режим работа?	info
29801	Вес ? здравствуйте как оплатить не процент а больше сумму?	oplatit_zaim
29823	Здравствуйте Это кольцо у вас в наличии?!	smotret_katalog
29828	Здравствуйте! Здравствуйте! Телефон не продан?	online_otsenka
29899	СО024209 почему не могу оплатить проценты	oplatit_zaim
29908	можно оплатить до 06.09.2023 ?	oplatit_zaim
29931	как оплатить всю сумму полностью?	vikup_do_min_ostatka
29943	% до какого числа нужно оплатить?	data_zaima
29952	можно оплатить % 07.08.2023 ?	oplatit_zaim
29962	добрый день,где узнать,что есть в продаже	online_otsenka
29969	здравствуйте оператор оператор	svyaz_operator
29973	почему процент не могу оплатить через онлайн ? ?	oplatit_zaim
30008	здравствуйте , почему я не могу оплатить проценты залога ? ЧО093848	oplatit_zaim
30015	как полностью оплатить займ	vikup_do_min_ostatka
30030	как заказать изделие для выкупа	zakaz_dostavki
30062	РО147966 почему не могу оплатить часть долга??	oplatit_zaim_chast
30065	здравствуйте, не могу оплатить проценты nan nan	oplatit_zaim
30066	оплатить не могу проценты	oplatit_zaim
30070	здравствуйте,почему я не могу оплатить проценты?	oplatit_zaim
30072	здравствуйте,могу ли я продлить займ?	oplatit_zaim
30078	Здравствуйте, какой процент у меня?	oplatit_zaim
30119	Могу ли я выкупить изделия?	vikup_do_min_ostatka
30121	я оплатила Добрый день 220 р процент	oplatit_zaim
30168	забрать как	vikup_do_min_ostatka
30191	оплатить проценты почему не могу	oplatit_zaim
30207	Добрый день! Как оплатить процент,	oplatit_zaim
30215	здравствуйте почему не могу оплатить процент?	oplatit_zaim
30231	по какой цене сейчас у вас золото?	tsena_zolota
30232	когда мне нужно оплатить займ если написано срок -30 ?	oplatit_zaim
30238	по залогу 6421 оплатила %	svyaz_operator
30272	000038382 зачем 000038382 оператор	svyaz_operator
30301	здравствуйте почему не могу оплатить один билет РО111859	oplatit_zaim
30307	могу ли выкупить залог	vikup_do_min_ostatka
30313	Здравствуйте! Почему не могу онлайн оплатить займ?	oplatit_zaim
30321	почему не могу оплатить проценты.?	oplatit_zaim
30322	я оплатила айм	oplatit_zaim
30326	не могу оплатить займ????почему	oplatit_zaim
30331	почему не могу оплатить процент?	oplatit_zaim
30347	добрый день. заказать на выкуп	vikup_do_min_ostatka
30438	Не могу оплатить проценты онлайн.	oplatit_zaim
30444	РО216138 оплатить проценты	oplatit_zaim
30458	Я не могу проценты оплатить	oplatit_zaim
30461	здравствуйте я могу ещё выкупить изделие ?	vikup_do_min_ostatka
30467	оплатила процент как продлить залог	oplatit_zaim
30479	СО123844 не могу оплатить проценты nan	oplatit_zaim
30522	добрый день заказать билет для выкупа	vikup_do_min_ostatka
30556	Здравствуйте! Почему нельзя оплатить проценты?	oplatit_zaim
30561	Добрый день, как забрать залог	vikup_do_min_ostatka
30566	добрый день как я могу выкупить займы?	vikup_do_min_ostatka
30569	хочу оплатить проценты	oplatit_zaim
30581	хочу заказать изделия для выкупа	vikup_do_min_ostatka
30609	сколько стоит 1 грамм золота?	tsena_zolota
30611	оплата по сбп	oplatit_zaim
30674	добрый день! почему я не могу оплатить проценты онлайн?	oplatit_zaim
30693	здравствуйте а вы серебро принимаете	online_otsenka
30701	как заказать на выкуп изделия	zakaz_dostavki
30756	не доступна оплата процентов	oplatit_zaim
30757	через сбер можно оплатить	oplatit_zaim
30766	добрый вечер! могу ли я оплатить проценты по залогу через 2 дня?	oplatit_zaim
30773	Добрый вечер!Не могу оплатить проценты,почему?	oplatit_zaim
30776	здравствуйте как узнать номер своего залогового билета	nayti_bilet
30784	какой у меня процент оплатить	oplatit_zaim
30793	здравствуйте СН510741 до какого числа залог?	data_zaima
30806	я могу выкупить займ мужа ? если он ушел на сво	vikup_do_min_ostatka
30848	как внести сумму больше процентов?	oplatit_zaim
30851	добрый день! могу я 18 оплатить	oplatit_zaim
30877	как выкупить залог ? ?	vikup_do_min_ostatka
30888	какой банк для оплаты займа	oplatit_zaim
30900	юг 594451 когда можно забрать. ?	vikup_do_min_ostatka
30916	сколько сейчас стоит грамм золота 585 пробы	tsena_zolota
30955	заказать изделия для выкупа	zakaz_dostavki
30982	здравствуйте, можно продлить срок займа	oplatit_zaim
30990	здравствуйте не могу оплатить залог чо389477	svyaz_operator
30997	здравствуйте, почему я не могу узнать долг и даже проценты не могу узнать	oplatit_zaim
31003	здравствуйте, до какого числа мне нужно оплатить проценты?	oplatit_zaim
31025	не могу оплатить проценты 465188 р465188	oplatit_zaim
31053	почему не могу заплатить проценты.	oplatit_zaim
31060	как можно заказать изделия на выкуп	zakaz_dostavki
31067	почему не могу оплатить онлайн ?	oplatit_zaim
31073	здравствуйте почему я не могу оплатить %? nan	oplatit_zaim
31077	Так и не ответили nan чо 039414 nan	svyaz_operator
31080	здравствуйте. Как частично оплатить займ?	oplatit_zaim_chast
31087	как мне оплатить %? могу только онлайн	oplatit_zaim
31110	Сейчас можно здравствуйте почему оплата процентов не доступна?	oplatit_zaim
31120	здравствуйте могу ли я ещё оплатить свои займы	oplatit_zaim
31131	здравствуйте я могу завтра оплатить процент ? здравствуйте	oplatit_zaim
31155	здравствуйте! не могу оплатить онлайн проценты	oplatit_zaim
31160	добрый день,как оплатить проценты частично?	oplatit_zaim_chast
31180	я же могу продлить залог	oplatit_zaim
31215	не доступна оплата процентов. почему?	oplatit_zaim
31225	nan Как оплатить больше сумму процентов	oplatit_zaim
31228	здравствуйте как мне оплатить проценты	oplatit_zaim
31254	СО141720 не могу оплатить проценты Здравствуйте	oplatit_zaim
31256	не могу оплатить % почему?	oplatit_zaim
31257	не могу оплатить проценты по билету	oplatit_zaim
31258	не могу оплатить проценты не могу оплатить проценты	oplatit_zaim
31264	Добрый день. Как оплатить залог?	svyaz_operator
31266	не могу оплатить процент по билету	oplatit_zaim
31273	не могу оплатить свой залог	svyaz_operator
31276	Почему я не могу оплатить процент? ??	oplatit_zaim
31278	можно оплатить не всё проценты? а частично	oplatit_zaim_chast
31283	почему я не могу оплатить часть долга	oplatit_zaim_chast
31309	почему я не могу оплатить онлайн	oplatit_zaim
31334	не могу оплатить займ Чч032070	oplatit_zaim
31343	здравствуйте,не могу оплатить	oplatit_zaim
31363	здравствуйте. почему не могу оплатить проценты????.??	oplatit_zaim
31398	не могу оплатить два залоговых билета 248019 и 248050	nayti_bilet
31401	Здравствуйте оплатить проценты	oplatit_zaim
31415	могу ли еще выкупить свой залог?	vikup_do_min_ostatka
31422	здравствуйте скажите пожалуйста оплатили ли я %?	oplatit_zaim
31429	сколько стоит 1 грамм золота 585 пробы	tsena_zolota
31478	Добрый день, как оплатить проценты частично?	oplatit_zaim_chast
31508	здравствуйте!как узнать номер билета	nayti_bilet
31511	как частично оплатить залог?	oplatit_zaim_chast
31517	В какие дни можно выкупить залог?	vikup_do_min_ostatka
31528	здравствуйте тут только золото?	tsena_zolota
31533	Почему оплата пока не доступна написано Вы тут	oplatit_zaim
31535	Здравствуйте. Можно ли как-то продлить срок займа?	oplatit_zaim
31537	здравствуйте, можно продлить займ?	oplatit_zaim
31542	как оплатить половину процентов? ?	oplatit_zaim_chast
31581	ПОЧЕМУ Я НЕ МОГУ ОПЛАТИТЬ ПРОЦЕНТЫ ПО ЗАЛОГОВОМУ БИЛЕТУ СН582532 ?????????????????????????????????????????????????	oplatit_zaim
31586	Здравствуйте. Как мне оплатить проценты через сбербанк?	oplatit_zaim
31620	доброе утро я могу оплатить процент?	oplatit_zaim
31625	здравствуйте, почему я не могу оплатить онлайн?	oplatit_zaim
31628	со 697030 я могу выкупить этот билет?	vikup_do_min_ostatka
31636	до какого числа я могу оплатить	data_zaima
31654	хочу узнать, как я могу выкупить свои залоги	vikup_do_min_ostatka
31657	оператор?	svyaz_operator
31663	здравствуйте. как оплатить весь займ?	oplatit_zaim
31674	добрый день! а почему я не могу оплатить проценты? добрый день! а почему я не могу оплатить проценты?	oplatit_zaim
31675	добрый день не могу оплатить % по залогу	svyaz_operator
31681	Добрый день! Почему не могу оплатить проценты по билету	oplatit_zaim
31699	здравствуйте,когда будет доступна оплата по спб?	oplatit_zaim
31703	хорошо спасибо выкуплю я его	vikup_do_min_ostatka
31708	не могу оплатить проценты. nan	oplatit_zaim
31714	добрый день , как можно продлить договор	oplatit_zaim
31737	как позвонить	info
31742	здравствуйте , почему не могу оплатить проценты	oplatit_zaim
31750	добрый вечер. почему оплата процентов не доступна ??	oplatit_zaim
31805	89048022816 я не могу оплатить почему?	oplatit_zaim
31811	могу ли я оплатить 16.09?	oplatit_zaim
31814	почему не могу оплатить проценты ?	oplatit_zaim
31824	Почему я не вижу свои залоговые билеты?	nayti_bilet
31830	как узнать свой залоговый билет?	nayti_bilet
31835	добрый день! Как можно заказать изделие на выкуп ?	zakaz_dostavki
31846	почему нельзя оплатить	oplatit_zaim
31855	Здравствуйте, как оплатить проценты онлайн	oplatit_zaim
31864	Здравствуйте. Почему оплата процентов не возможна?	oplatit_zaim
31875	Здравствуйте оплатила онлайн до какого срок?	oplatit_zaim
31877	здравствуйте. не могу увидеть свой залоговый билет	nayti_bilet
